node	property	cdeID	cdeVersion	permissibleValue	valueTerm	ncitCode
clinical_measure_file	file_type	11416926	1.00	JSON	JSON Format	C184769
clinical_measure_file	file_type	11416926	1.00	MAF	Mutation Annotation Format	C172215
clinical_measure_file	file_type	11416926	1.00	CEL	Affymetrix CEL Format	C191737
clinical_measure_file	file_type	11416926	1.00	CRAI	CRAI File	C192224
clinical_measure_file	file_type	11416926	1.00	MEX	MEX Format	C184778
clinical_measure_file	file_type	11416926	1.00	mzIdentML	mzIdentML	C201788
clinical_measure_file	file_type	11416926	1.00	mtx	mtx	C201789
clinical_measure_file	file_type	11416926	1.00	BEDPE Format	BEDPE Format	C184749
clinical_measure_file	file_type	11416926	1.00	HIC	HIC File Format	C203672
clinical_measure_file	file_type	11416926	1.00	gVCF	Genomic Variant Call Format	C204352
clinical_measure_file	file_type	11416926	1.00	HTSeq Count	HTSeq-Count Output Format	C205749
clinical_measure_file	file_type	11416926	1.00	TBI	TBI Format	C184806
clinical_measure_file	file_type	11416926	1.00	RTF	Rich Text Format	C209896
clinical_measure_file	file_type	11416926	1.00	SEG	Segmented Data Format	C209892
clinical_measure_file	file_type	11416926	1.00	PED	Pedigree File Format	C209891
clinical_measure_file	file_type	11416926	1.00	cdf	Affymetrix Probe Sets Library File	C209894
clinical_measure_file	file_type	11416926	1.00	DICT	HET Group Dictionary Entry Format	C209890
clinical_measure_file	file_type	11416926	1.00	CNS	Cytoscape Input File Format	C209889
clinical_measure_file	file_type	11416926	1.00	rds	Reference Data Set File Format	C209895
clinical_measure_file	file_type	11416926	1.00	idpDB	IDPicker File Format	C209893
clinical_measure_file	file_type	11416926	1.00	DOC	DOC Format	C210442
clinical_measure_file	file_mapping_level	11595478	1.00	Sample	Biospecimen	C70699
clinical_measure_file	file_mapping_level	11595478	1.00	Participant	Study Participant	C142710
clinical_measure_file	file_mapping_level	11595478	1.00	Study	Study	C63536
clinical_measure_file	checksum_algorithm	11475057	1.00	md5sum	MD5 Checksum	C171276
clinical_measure_file	checksum_algorithm	11475057	1.00	sha1	Secure Hash Algorithm-1	C80225
clinical_measure_file	checksum_algorithm	11475057	1.00	sha256	Secure Hash Algorithm-256	C80226
cytogenomic_file	file_type	11416926	1.00	ADF	Array Design Format	C172213
cytogenomic_file	file_type	11416926	1.00	AVI	AVI Format	C190162
cytogenomic_file	file_type	11416926	1.00	BAI	BAI File	C190163
cytogenomic_file	file_type	11416926	1.00	BAM	Binary Alignment Map	C153249
cytogenomic_file	file_type	11416926	1.00	BED	BED Format	C153367
cytogenomic_file	file_type	11416926	1.00	bedgraph	Bedgraph Format	C190165
cytogenomic_file	file_type	11416926	1.00	bigBed	BigBed Format	C190166
cytogenomic_file	file_type	11416926	1.00	bigWig	BigWig Format	C190167
cytogenomic_file	file_type	11416926	1.00	Binary Format	Binary Format	C190168
cytogenomic_file	file_type	11416926	1.00	BCR Biotab	BCR Biotab Format	C190164
cytogenomic_file	file_type	11416926	1.00	BIOM	BIOM Format	C190169
cytogenomic_file	file_type	11416926	1.00	CRAM	CRAM Format	C190170
cytogenomic_file	file_type	11416926	1.00	CSV	Comma Separated Values Format	C182456
cytogenomic_file	file_type	11416926	1.00	DOCX	DOCX Format	C190171
cytogenomic_file	file_type	11416926	1.00	DSV	DSV Format	C190172
cytogenomic_file	file_type	11416926	1.00	FASTA	FASTA Format	C47845
cytogenomic_file	file_type	11416926	1.00	FASTQ	Investigation Description Format	C172212
cytogenomic_file	file_type	11416926	1.00	GCT/Res Format	GCT/RES Format	C190173
cytogenomic_file	file_type	11416926	1.00	DICOM	DICOM	C49059
cytogenomic_file	file_type	11416926	1.00	GenBank Format	GenBank Format	C190174
cytogenomic_file	file_type	11416926	1.00	GFF3	General Feature Format Version 3	C190175
cytogenomic_file	file_type	11416926	1.00	GPR	GenePix Results Format	C190176
cytogenomic_file	file_type	11416926	1.00	GTF	GTF Format	C190177
cytogenomic_file	file_type	11416926	1.00	HDF5	Hierarchical Data Format 5	C184763
cytogenomic_file	file_type	11416926	1.00	HTML	Hypertext Markup Language	C142380
cytogenomic_file	file_type	11416926	1.00	GZIP Format	gzip File Format	C80220
cytogenomic_file	file_type	11416926	1.00	MAGE-TAB	MAGE-TAB	C82937
cytogenomic_file	file_type	11416926	1.00	MAT	MAT Format	C190178
cytogenomic_file	file_type	11416926	1.00	MPEG-4	MP4 Format	C190180
cytogenomic_file	file_type	11416926	1.00	mzML	Mass Spectrometry Markup Language	C190181
cytogenomic_file	file_type	11416926	1.00	mzXML	Mass Spectrometry Extensible Markup Language	C47924
cytogenomic_file	file_type	11416926	1.00	NIFTI Format	NIfTI Format	C190183
cytogenomic_file	file_type	11416926	1.00	MATLAB Script	MATLAB Script File	C190179
cytogenomic_file	file_type	11416926	1.00	OME-TIFF	Open Microscopy Environment Tagged Image File Format	C181618
cytogenomic_file	file_type	11416926	1.00	PDF	Portable Document Format	C63805
cytogenomic_file	file_type	11416926	1.00	Plain Text Data Format	Plain Text Data Format	C85873
cytogenomic_file	file_type	11416926	1.00	PNG	Portable Network Graphics	C85437
cytogenomic_file	file_type	11416926	1.00	R File Format	R Format	C190186
cytogenomic_file	file_type	11416926	1.00	R Markdown	R Markdown Format	C190187
cytogenomic_file	file_type	11416926	1.00	SDRF	Sample and Data Relationship Format	C172211
cytogenomic_file	file_type	11416926	1.00	Sequence Record Format	Sequence Record Format	C190188
cytogenomic_file	file_type	11416926	1.00	SVG	Scalable Vector Graphics	C85435
cytogenomic_file	file_type	11416926	1.00	Python Script Format	Python Script Format	C190184
cytogenomic_file	file_type	11416926	1.00	SVS	Spectral View Settings Format	C172214
cytogenomic_file	file_type	11416926	1.00	TAR	TAR Format	C190189
cytogenomic_file	file_type	11416926	1.00	Thermo RAW	Thermo RAW Format	C190190
cytogenomic_file	file_type	11416926	1.00	TSV	Tab-Separated Value Format	C164049
cytogenomic_file	file_type	11416926	1.00	TXT	Plain Text Data Format	C85873
cytogenomic_file	file_type	11416926	1.00	VCF	Variant Call File Format	C172216
cytogenomic_file	file_type	11416926	1.00	XLS	XLS Format	C190191
cytogenomic_file	file_type	11416926	1.00	XLSX	Excel Open XML Format	C164050
cytogenomic_file	file_type	11416926	1.00	XML	Extensible Markup Language	C45967
cytogenomic_file	file_type	11416926	1.00	TIFF	TIFF	C70631
cytogenomic_file	file_type	11416926	1.00	YAML	YAML Language	C190193
cytogenomic_file	file_type	11416926	1.00	ZIP	ZIP Format	C190192
cytogenomic_file	file_type	11416926	1.00	IDAT	IDAT Format	C184762
cytogenomic_file	file_type	11416926	1.00	IDF	Investigation Description Format	C172212
cytogenomic_file	file_type	11416926	1.00	JPEG	JPEG	C48230
cytogenomic_file	file_type	11416926	1.00	JPEG 2000	JPEG 2000 Format	C184768
cytogenomic_file	file_type	11416926	1.00	JSON	JSON Format	C184769
cytogenomic_file	file_type	11416926	1.00	MAF	Mutation Annotation Format	C172215
cytogenomic_file	file_type	11416926	1.00	CEL	Affymetrix CEL Format	C191737
cytogenomic_file	file_type	11416926	1.00	CRAI	CRAI File	C192224
cytogenomic_file	file_type	11416926	1.00	MEX	MEX Format	C184778
cytogenomic_file	file_type	11416926	1.00	mzIdentML	mzIdentML	C201788
cytogenomic_file	file_type	11416926	1.00	mtx	mtx	C201789
cytogenomic_file	file_type	11416926	1.00	BEDPE Format	BEDPE Format	C184749
cytogenomic_file	file_type	11416926	1.00	HIC	HIC File Format	C203672
cytogenomic_file	file_type	11416926	1.00	gVCF	Genomic Variant Call Format	C204352
cytogenomic_file	file_type	11416926	1.00	HTSeq Count	HTSeq-Count Output Format	C205749
cytogenomic_file	file_type	11416926	1.00	TBI	TBI Format	C184806
cytogenomic_file	file_type	11416926	1.00	RTF	Rich Text Format	C209896
cytogenomic_file	file_type	11416926	1.00	SEG	Segmented Data Format	C209892
cytogenomic_file	file_type	11416926	1.00	PED	Pedigree File Format	C209891
cytogenomic_file	file_type	11416926	1.00	cdf	Affymetrix Probe Sets Library File	C209894
cytogenomic_file	file_type	11416926	1.00	DICT	HET Group Dictionary Entry Format	C209890
cytogenomic_file	file_type	11416926	1.00	CNS	Cytoscape Input File Format	C209889
cytogenomic_file	file_type	11416926	1.00	rds	Reference Data Set File Format	C209895
cytogenomic_file	file_type	11416926	1.00	idpDB	IDPicker File Format	C209893
cytogenomic_file	file_type	11416926	1.00	DOC	DOC Format	C210442
cytogenomic_file	file_mapping_level	11595478	1.00	Sample	Biospecimen	C70699
cytogenomic_file	file_mapping_level	11595478	1.00	Participant	Study Participant	C142710
cytogenomic_file	file_mapping_level	11595478	1.00	Study	Study	C63536
diagnosis	diagnosis_classification_system	14714144	1.00	ICD-O-3	International Classification of Diseases for Oncology, Third Edition	C87061
diagnosis	diagnosis_classification_system	14714144	1.00	CNS Diagnosis Category	Diagnosis	C15220
diagnosis	diagnosis_classification_system	14714144	1.00	CNS Diagnosis Category	Central Nervous System	C12438
diagnosis	diagnosis_classification_system	14714144	1.00	CNS Diagnosis Category	Category	C25372
diagnosis	diagnosis_classification_system	14714144	1.00	WHO CNS5	WHO CNS5 Diagnosis	C203770
diagnosis	diagnosis_classification_system	14714144	1.00	ICD10CM	International Classification of Diseases, Tenth Revision, Clinical Modification	C128691
diagnosis	diagnosis_classification_system	14714144	1.00	FAB Classification System	French-American-British Classification	C91220
diagnosis	diagnosis_basis	14714146	1.00	Clinical	Clinical Diagnosis	C15607
diagnosis	diagnosis_basis	14714146	1.00	Pathology	Pathological Diagnosis	C178004
diagnosis	diagnosis_basis	14714146	1.00	Molecular	Molecular Diagnosis	C20826
diagnosis	disease_phase	12217251	1.00	Initial Diagnosis	Initial Diagnosis	C156813
diagnosis	disease_phase	12217251	1.00	Relapse	Recurrent Disease	C38155
diagnosis	disease_phase	12217251	1.00	Progression	Disease Progression	C17747
diagnosis	disease_phase	12217251	1.00	Relapse/Progression	Disease Relapse/Progression	C174991
diagnosis	disease_phase	12217251	1.00	Refractory	Refractory	C38014
diagnosis	disease_phase	12217251	1.00	Post-Mortem	Postmortem	C94193
diagnosis	disease_phase	12217251	1.00	Remission	Remission	C18246
diagnosis	disease_phase	12217251	1.00	Tumor Surveillance	Tumor Surveillance	C203383
diagnosis	disease_phase	12217251	1.00	Relapse/Refractory	Disease Relapse/Refractory	C203382
diagnosis	tumor_classification	12922545	1.00	Unknown	Unknown	C17998
diagnosis	tumor_classification	12922545	1.00	Not Reported	Not Reported	C43234
diagnosis	tumor_classification	12922545	1.00	Metastatic	Metastatic Neoplasm	C3261
diagnosis	tumor_classification	12922545	1.00	Primary	Primary Neoplasm	C8509
diagnosis	tumor_classification	12922545	1.00	Not Applicable	Not Applicable	C48660
diagnosis	tumor_classification	12922545	1.00	Xenograft	Xenograft	C12932
diagnosis	tumor_classification	12922545	1.00	Synchronous Primary	Malignant Neoplasm of Multiple Primary Sites	C35427
diagnosis	tumor_classification	12922545	1.00	Recurrent	Recurrent Neoplasm	C4798
diagnosis	tumor_classification	12922545	1.00	Progression	Progressive Disease	C35571
diagnosis	tumor_classification	12922545	1.00	Prior Primary	Recurrent Disease, Primary Site	C55072
diagnosis	tumor_classification	12922545	1.00	Premalignant	Premalignant Neoplasm	C36032
diagnosis	anatomic_site	14156279	1.00	Paratracheal Lymph Node	Paratracheal Lymph Node	C103426
diagnosis	anatomic_site	14156279	1.00	Preauricular Lymph Node	Preauricular Lymph Node	C103429
diagnosis	anatomic_site	14156279	1.00	Rectosigmoid Colon	Rectosigmoid Colon	C103438
diagnosis	anatomic_site	14156279	1.00	Ischiorectal Fossa	Ischiorectal Fossa	C103455
diagnosis	anatomic_site	14156279	1.00	Branchial Cleft Remnant	Branchial Cleft Remnant	C104813
diagnosis	anatomic_site	14156279	1.00	Ureteropelvic Junction	Ureteropelvic Junction	C106203
diagnosis	anatomic_site	14156279	1.00	Antecubital Region	Antecubital Region	C111032
diagnosis	anatomic_site	14156279	1.00	Carpal Region	Carpal Region	C111033
diagnosis	anatomic_site	14156279	1.00	Cul-de-sac	Cul-de-sac	C113599
diagnosis	anatomic_site	14156279	1.00	Chest Wall	Chest Wall	C62484
diagnosis	anatomic_site	14156279	1.00	Infraclavicular Lymph Node	Infraclavicular Lymph Node	C63705
diagnosis	anatomic_site	14156279	1.00	Facial Bone	Facial Bone	C63706
diagnosis	anatomic_site	14156279	1.00	Prostatic Utricle	Prostatic Utricle	C63862
diagnosis	anatomic_site	14156279	1.00	Hip	Hip	C64193
diagnosis	anatomic_site	14156279	1.00	Knee Skin	Knee Skin	C64859
diagnosis	anatomic_site	14156279	1.00	Celiac Lymph Node	Celiac Lymph Node	C65166
diagnosis	anatomic_site	14156279	1.00	Carotid Body	Carotid Body	C66852
diagnosis	anatomic_site	14156279	1.00	Waldeyer's Tonsillar Ring	Waldeyer Ring	C73468
diagnosis	anatomic_site	14156279	1.00	Obturator Nerve	Obturator Nerve	C75909
diagnosis	anatomic_site	14156279	1.00	Umbilicus	Umbilicus	C77533
diagnosis	anatomic_site	14156279	1.00	Abdominal Wall	Abdominal Wall	C77608
diagnosis	anatomic_site	14156279	1.00	Hepatic Lymph Node	Hepatic Lymph Node	C77640
diagnosis	anatomic_site	14156279	1.00	Mesenteric Lymph Node	Mesenteric Lymph Node	C77641
diagnosis	anatomic_site	14156279	1.00	Pancreatic Lymph Node	Pancreatic Lymph Node	C77642
diagnosis	anatomic_site	14156279	1.00	Paraaortic Lymph Node	Paraaortic Lymph Node	C77643
diagnosis	anatomic_site	14156279	1.00	Portal Lymph Node	Portal Lymph Node	C77645
diagnosis	anatomic_site	14156279	1.00	Sacral Lymph Node	Sacral Lymph Node	C77647
diagnosis	anatomic_site	14156279	1.00	Retropharyngeal Lymph Node	Retropharyngeal Lymph Node	C77649
diagnosis	anatomic_site	14156279	1.00	Submandibular Lymph Node	Submandibular Lymph Node	C77650
diagnosis	anatomic_site	14156279	1.00	Tracheobronchial Lymph Node	Tracheobronchial Lymph Node	C77651
diagnosis	anatomic_site	14156279	1.00	Intercostal Lymph Node	Intercostal Lymph Node	C77652
diagnosis	anatomic_site	14156279	1.00	Mentum	Mentum	C81169
diagnosis	anatomic_site	14156279	1.00	Skullcap	Skullcap	C81188
diagnosis	anatomic_site	14156279	1.00	Obturator Lymph Node	Obturator Lymph Node	C88141
diagnosis	anatomic_site	14156279	1.00	Internal Iliac Lymph Node	Internal Iliac Lymph Node	C88142
diagnosis	anatomic_site	14156279	1.00	Scalene Lymph Node	Scalene Lymph Node	C89780
diagnosis	anatomic_site	14156279	1.00	Forehead	Forehead	C89803
diagnosis	anatomic_site	14156279	1.00	Buttock	Buttock	C89806
diagnosis	anatomic_site	14156279	1.00	Scalp	Scalp	C89807
diagnosis	anatomic_site	14156279	1.00	Triceps Brachii	Triceps Brachii	C90604
diagnosis	anatomic_site	14156279	1.00	Optic Chiasm	Optic Chiasm	C90609
diagnosis	anatomic_site	14156279	1.00	Spinal Cord Dura Mater	Spinal Cord Dura Mater	C49799
diagnosis	anatomic_site	14156279	1.00	Labium	Labium	C52559
diagnosis	anatomic_site	14156279	1.00	Gluteus Maximus	Gluteus Maximus	C52560
diagnosis	anatomic_site	14156279	1.00	Leg Skin	Leg Skin	C52749
diagnosis	anatomic_site	14156279	1.00	Foot Skin	Foot Skin	C52750
diagnosis	anatomic_site	14156279	1.00	Ankle Skin	Ankle Skin	C52751
diagnosis	anatomic_site	14156279	1.00	Wrist Skin	Wrist Skin	C52752
diagnosis	anatomic_site	14156279	1.00	Hand Skin	Hand Skin	C52753
diagnosis	anatomic_site	14156279	1.00	Arm Skin	Arm Skin	C52754
diagnosis	anatomic_site	14156279	1.00	Elbow Skin	Elbow Skin	C52755
diagnosis	anatomic_site	14156279	1.00	Neck Skin	Neck Skin	C52756
diagnosis	anatomic_site	14156279	1.00	Head Skin	Head Skin	C52757
diagnosis	anatomic_site	14156279	1.00	Abdominal Skin	Abdominal Skin	C52758
diagnosis	anatomic_site	14156279	1.00	Hand Phalanx	Hand Phalanx	C52771
diagnosis	anatomic_site	14156279	1.00	Foot Phalanx	Foot Phalanx	C52772
diagnosis	anatomic_site	14156279	1.00	Lumbosacral Plexus	Lumbosacral Plexus	C52805
diagnosis	anatomic_site	14156279	1.00	Ulnar Nerve	Ulnar Nerve	C52807
diagnosis	anatomic_site	14156279	1.00	Sciatic Nerve	Sciatic Nerve	C52810
diagnosis	anatomic_site	14156279	1.00	Radial Nerve	Radial Nerve	C52812
diagnosis	anatomic_site	14156279	1.00	Median Nerve	Median Nerve	C52815
diagnosis	anatomic_site	14156279	1.00	Femoral Nerve	Femoral Nerve	C52816
diagnosis	anatomic_site	14156279	1.00	Hand Digit 1	Hand Digit 1	C52834
diagnosis	anatomic_site	14156279	1.00	Celiac Artery	Celiac Artery	C52846
diagnosis	anatomic_site	14156279	1.00	Internal Mammary Artery	Internal Mammary Artery	C52941
diagnosis	anatomic_site	14156279	1.00	Mesenteric Artery	Mesenteric Artery	C52975
diagnosis	anatomic_site	14156279	1.00	Popliteal Lymph Node	Popliteal Lymph Node	C53146
diagnosis	anatomic_site	14156279	1.00	Biceps Femoris	Biceps Femoris	C53147
diagnosis	anatomic_site	14156279	1.00	Brachialis	Brachialis	C53149
diagnosis	anatomic_site	14156279	1.00	Coracobrachialis	Coracobrachialis	C53151
diagnosis	anatomic_site	14156279	1.00	Cerebellopontine Angle	Cerebellopontine Angle	C54057
diagnosis	anatomic_site	14156279	1.00	Floor of Mouth	Floor of Mouth	C54187
diagnosis	anatomic_site	14156279	1.00	Rectosigmoid Region	Rectosigmoid Region	C54188
diagnosis	anatomic_site	14156279	1.00	Lower Gingiva	Lower Gingiva	C54204
diagnosis	anatomic_site	14156279	1.00	Upper Gingiva	Upper Gingiva	C54205
diagnosis	anatomic_site	14156279	1.00	Postcricoid Region	Postcricoid Region	C54221
diagnosis	anatomic_site	14156279	1.00	Posterior Wall of the Pharynx	Posterior Wall of the Pharynx	C54222
diagnosis	anatomic_site	14156279	1.00	Retromolar Trigone	Retromolar Trigone	C54223
diagnosis	anatomic_site	14156279	1.00	Uterine Ligament	Uterine Ligament	C61360
diagnosis	anatomic_site	14156279	1.00	Male Genitalia	Male Genitalia	C61599
diagnosis	anatomic_site	14156279	1.00	Female Genitalia	Female Genitalia	C61600
diagnosis	anatomic_site	14156279	1.00	Gastrointestinal Tract	Gastrointestinal Tract	C34082
diagnosis	anatomic_site	14156279	1.00	Rathke Pouch	Rathke Pouch	C34281
diagnosis	anatomic_site	14156279	1.00	Intraocular Route of Administration	Intraocular Route of Administration	C38255
diagnosis	anatomic_site	14156279	1.00	Lingula of the Lung	Lingula of the Lung	C40373
diagnosis	anatomic_site	14156279	1.00	Epidural Spinal Canal Space	Epidural Spinal Canal Space	C41449
diagnosis	anatomic_site	14156279	1.00	Suprasellar Region	Suprasellar Region	C42602
diagnosis	anatomic_site	14156279	1.00	Anus	Anus	C43362
diagnosis	anatomic_site	14156279	1.00	Jaw Bone	Jaw Bone	C48821
diagnosis	anatomic_site	14156279	1.00	Gland of Littre	Gland of Littre	C49311
diagnosis	anatomic_site	14156279	1.00	Brain Dura Mater	Brain Dura Mater	C49332
diagnosis	anatomic_site	14156279	1.00	Cerebral White Matter	Cerebral White Matter	C49347
diagnosis	anatomic_site	14156279	1.00	Ear Skin	Ear Skin	C49481
diagnosis	anatomic_site	14156279	1.00	Inner Canthus	Inner Canthus	C49564
diagnosis	anatomic_site	14156279	1.00	Intervertebral Disc	Intervertebral Disc	C49571
diagnosis	anatomic_site	14156279	1.00	Nasal Cartilage	Nasal Cartilage	C49593
diagnosis	anatomic_site	14156279	1.00	Nasal Turbinate	Nasal Turbinate	C49594
diagnosis	anatomic_site	14156279	1.00	Outer Canthus	Outer Canthus	C49597
diagnosis	anatomic_site	14156279	1.00	Choroid Plexus of the Third Ventricle	Choroid Plexus of the Third Ventricle	C49782
diagnosis	anatomic_site	14156279	1.00	Thyroglossal Duct	Thyroglossal Duct	C49783
diagnosis	anatomic_site	14156279	1.00	Tarsal Bone	Tarsal Bone	C12796
diagnosis	anatomic_site	14156279	1.00	Brachial Lymph Node	Brachial Lymph Node	C92221
diagnosis	anatomic_site	14156279	1.00	Gastric Lymph Node	Gastric Lymph Node	C92222
diagnosis	anatomic_site	14156279	1.00	Sublingual Lymph Node	Sublingual Lymph Node	C92434
diagnosis	anatomic_site	14156279	1.00	Mesovarium	Mesovarium	C92440
diagnosis	anatomic_site	14156279	1.00	Calf	Calf	C93027
diagnosis	anatomic_site	14156279	1.00	Flank	Flank	C93028
diagnosis	anatomic_site	14156279	1.00	Tooth Socket	Tooth Socket	C94543
diagnosis	anatomic_site	14156279	1.00	Paraganglion	Paraganglion	C94826
diagnosis	anatomic_site	14156279	1.00	Tendon Sheath	Tendon Sheath	C96299
diagnosis	anatomic_site	14156279	1.00	Epitrochlear Lymph Node	Epitrochlear Lymph Node	C98182
diagnosis	anatomic_site	14156279	1.00	Femoral Lymph Node	Femoral Lymph Node	C98183
diagnosis	anatomic_site	14156279	1.00	Pulmonary Hilar Lymph Node	Pulmonary Hilar Lymph Node	C98187
diagnosis	anatomic_site	14156279	1.00	Occipital Lymph Node	Occipital Lymph Node	C98188
diagnosis	anatomic_site	14156279	1.00	Retroperitoneal Lymph Node	Retroperitoneal Lymph Node	C98189
diagnosis	anatomic_site	14156279	1.00	Trunk	Trunk	C33816
diagnosis	anatomic_site	14156279	1.00	Tunica Vaginalis	Tunica Vaginalis	C33822
diagnosis	anatomic_site	14156279	1.00	Uncus	Uncus	C33831
diagnosis	anatomic_site	14156279	1.00	Uterine Gland	Uterine Gland	C33842
diagnosis	anatomic_site	14156279	1.00	Vaginal Fornix	Vaginal Fornix	C33848
diagnosis	anatomic_site	14156279	1.00	Vermis	Vermis	C33866
diagnosis	anatomic_site	14156279	1.00	Visceral Pleura	Visceral Pleura	C33881
diagnosis	anatomic_site	14156279	1.00	Wrist Joint	Wrist Joint	C33894
diagnosis	anatomic_site	14156279	1.00	Round Ligament of the Uterus	Round Ligament of the Uterus	C34009
diagnosis	anatomic_site	14156279	1.00	Toenail	Toenail	C33790
diagnosis	anatomic_site	14156279	1.00	Ectocervix	Ectocervix	C12310
diagnosis	anatomic_site	14156279	1.00	Blood	Blood	C12434
diagnosis	anatomic_site	14156279	1.00	Costal Cartilage	Costal Cartilage	C32391
diagnosis	anatomic_site	14156279	1.00	Scrotum	Scrotum	C12785
diagnosis	anatomic_site	14156279	1.00	Tragus	Tragus	C33801
diagnosis	anatomic_site	14156279	1.00	Cervix Uteri	Cervix Uteri	C12311
diagnosis	anatomic_site	14156279	1.00	Central Nervous System	Central Nervous System	C12438
diagnosis	anatomic_site	14156279	1.00	Costovertebral Joint	Costovertebral Joint	C32394
diagnosis	anatomic_site	14156279	1.00	Seminal Vesicle	Seminal Vesicle	C12787
diagnosis	anatomic_site	14156279	1.00	Trapezius Muscle	Trapezius Muscle	C33809
diagnosis	anatomic_site	14156279	1.00	Isthmus Uteri	Isthmus Uteri	C12312
diagnosis	anatomic_site	14156279	1.00	Cowper Gland	Cowper Gland	C32395
diagnosis	anatomic_site	14156279	1.00	Brain	Brain	C12439
